NAME,OTHERNAME,PLANETDISCMETH,DATE,MSINI,I,R,A,PER,ECC,STAR,V,VURL,VREF,DIST,MSTAR,RSTAR,TEFF,LOGG,FE
,,,,mjupiter,deg,rjupiter,au,day,,,,,,pc,msun,rsun,k,,
beta Gem b,Pollux,RV,1993,2.75822,,,1.75739,589.64001,0.02,beta Gem,1.15,,,10.3584,2.08,8.15609,4935,2.91,0.09
Kepler-633 b,,Transit,2016,,,0.145,0.0820733,8.50340718,0,Kepler-633,,,,634,1.02,1.15,5899,4.32,-0.05
Kepler-277 b,,Transit,2014,,,,0.136075,17.324,,Kepler-277,,,,1004.92,1.12,1.69,5946,4.03,0.04
Kepler-1159 b,,Transit,2016,,,0.211,0.166307,22.70816791,0,Kepler-1159,,,,1238,1.19,1.28,6217,4.3,0.04
Kepler-1443 b,,Transit,2016,,,0.087,0.0373628,2.41811321,0,Kepler-1443,,,,475,1.19,1.27,6289,4.3,0
Pr 201 b,BD +20 2184,RV,2012,0.540155,,,0.0565986,4.4264,0,Pr 201,10.33,,,170,1.234,1.12943,6174,4.41,0.187
Kepler-541 b,,Transit,2016,,,0.3,0.0648523,5.08005848,0,Kepler-541,,,,1020,1.41,2.06,6166,3.96,0.07
Kepler-937 c,,Transit,2016,,,0.238,0.587421,153.343364,0,Kepler-937,,,,1482,1.15,1.22,6095,4.32,0.08
Kepler-625 c,,Transit,2016,,,0.094,0.0513318,4.1653651,0,Kepler-625,,,,502,1.04,0.96,5789,4.49,0.1
WASP-52 b,,Transit,2013,0.45566,85.35,1.27,0.0271336,1.7497798,0,WASP-52,12,,,140,0.87,0.79,5000,4.582,0.03
WASP-107 b,,Transit,2017,0.116831,89.7,0.967496,0.0553247,5.72149,0,WASP-107,12,,,,0.69,0.66,4430,4.5,0.02
Kepler-953 c,,Transit,2016,,,0.106,0.0839169,9.10967112,0,Kepler-953,,,,240,0.95,0.99,5416,4.42,0.26
Kepler-337 c,KOI-1929,Transit,2014,,,0.182889,0.0889716,9.693201,,Kepler-337,,,,,,1.761,5684,4.004,
Kepler-213 b,KOI-692,Transit,2014,,,0.144527,0.0356868,2.46236,,Kepler-213,,,,,,1.195,5696,4.31,
Kepler-386 c,KOI-2442,Transit,2014,,,0.140958,0.168189,25.193458,,Kepler-386,,,,,,0.767,5178,4.558,
Kepler-1186 b,,Transit,2016,,,0.199,0.12255,16.07677615,0,Kepler-1186,,,,1112,0.95,0.93,5635,4.49,0
Kepler-927 b,,Transit,2016,,,0.153,0.0851117,9.1149903,0,Kepler-927,,,,879,0.99,0.99,5743,4.45,0.03
Kepler-660 b,,Transit,2016,,,0.229,0.078486,9.27358194,0,Kepler-660,,,,564,0.75,0.71,4779,4.61,-0.07
Kepler-1385 b,,Transit,2016,,,0.076,0.0415895,2.88879862,0,Kepler-1385,,,,527,1.15,1.29,5732,4.27,0.41
POTS-1 b,,Transit,2013,,88.06,0.961485,0.0373351,3.1606296,,POTS-1,17.94,,,759.994,0.695,0.588,4400,4.63,-0.03
47 UMa b,,RV,1996,2.54589,,,2.10149,1078,0.032,47 UMa,5.03,,,14.0627,1.063,1.11869,5882.31,4.37694,0.0431014
HD 240210 b,,RV,2009,7.28868,,,1.33364,501.75,0.15,HD 240210,8.33,,,142.857,1.25,17.2701,4290,2.3,-0.18
Kepler-1255 b,,Transit,2016,,,0.207,0.220101,36.2919336,0,Kepler-1255,,,,1344,1.08,1.12,6018,4.37,0.02
Kepler-804 c,,Transit,2016,,,0.102,0.0890131,9.65185017,0,Kepler-804,,,,648,1.01,1.05,5817,4.4,0
Kepler-906 b,,Transit,2016,,,0.188,0.239949,41.6979976,0,Kepler-906,,,,758,1.06,1.02,6035,4.45,-0.09
Kepler-304 b,KOI-1557,Transit,2014,,,0.255152,0.0433417,3.295709,,Kepler-304,,,,,,0.687,4731,4.635,
Kepler-149 d,KOI-401,Transit,2014,,,0.353288,0.576836,160.018032,,Kepler-149,,,,,,0.953,5381,4.465,
Kepler-1625 b,,Transit,2016,,,0.541,0.84075,287.378949,0,Kepler-1625,,,,1213,0.96,0.94,5677,4.48,0.01
Kepler-77 b,2MASS J19182590+4420435,Transit,2013,0.430694,88,0.96,0.0450195,3.57878087,0,Kepler-77,14.1,,,570,0.95,0.99,5520,4.42,0.2
Kepler-719 b,,Transit,2016,,,0.76,0.0570893,5.00731778,0,Kepler-719,,,,1427,0.99,0.98,5777,4.45,-0.02
HD 109749 b,,RV,2006,0.27467,,,0.0629198,5.24,0,HD 109749,8.08,,,56.2746,1.21,1.10733,5903,4.403,0.25
HD 89345 b,,Transit,2018,0.112312,,0.623106,0.105428,11.81399,0.203,HD 89345,9.38,,,132.846,1.12,1.657,5499,4.044,0.45
Kepler-1455 b,,Transit,2016,,,0.193,0.224301,49.276764,0,Kepler-1455,,,,392,0.62,0.6,4075,4.68,-0.02
Kepler-775 b,,Transit,2016,,,0.106,0.018714,0.97486893,0,Kepler-775,,,,400,0.92,0.84,5468,4.56,-0.04
HD 45364 c,,RV,2009,0.658513,,,0.897549,342.85,0.0974,HD 45364,8.08,,,32.6904,0.82,1.02464,5434,4.38,-0.17
Kepler-55 d,KOI-904,Transit,2014,,,0.14185,0.0332158,2.211099,,Kepler-55,,,,,,0.619,4503,4.684,
Kepler-685 b,,Transit,2016,,,0.944,0.0280141,1.6255222,0,Kepler-685,,,,1145,1.11,1.16,5963,4.36,0.15
Kepler-500 b,,Transit,2016,,,0.23,0.0821049,8.5083244,0,Kepler-500,,,,747,1.02,1.03,5813,4.42,0.03
Kepler-327 b,KOI-1867,Transit,2014,,,0.0990276,0.0365246,2.549575,,Kepler-327,,,,,,0.492,3799,4.758,
Kepler-1162 b,,Transit,2016,,,0.197,0.191967,32.5637069,0,Kepler-1162,,,,989,0.89,0.84,5390,4.54,-0.03
Kepler-721 b,,Transit,2016,,,0.236,0.0563265,5.39202539,0,Kepler-721,,,,848,0.82,0.78,5075,4.58,-0.01
WASP-50 b,2MASS 02544513-1053530,Transit,2011,1.46438,84,1.153,0.0294714,1.9550959,0.009,WASP-50,11.6,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,Gillon 2011,230,0.892,0.843,5400,4.537,-0.12
Kepler-1540 b,,Transit,2016,,,0.222,0.443519,125.4131177,0,Kepler-1540,,,,262,0.74,0.69,4540,4.63,0.1
HD 11506 c,,RV,2015,0.36,,,0.774655,223.6,0.24,HD 11506,7.51,,,51.7,1.24,1.33,6055,4.3,0.29
Kepler-607 b,,Transit,2016,,,0.078,0.0136874,0.6381632,0,Kepler-607,,,,500,0.84,0.8,5196,4.56,-0.02
Kepler-1317 b,,Transit,2016,,,0.139,0.0126273,0.56887443,0,Kepler-1317,,,,734,0.83,0.79,5144,4.57,-0.01
Kepler-1507 b,,Transit,2016,,,0.075,0.119784,16.0506213,0,Kepler-1507,,,,342,0.89,0.85,5410,4.53,-0.03
Kepler-1384 b,,Transit,2016,,,0.173,0.111331,15.36262753,0,Kepler-1384,,,,618,0.78,0.74,4919,4.6,-0.06
Kepler-217 d,,Transit,2016,,,0.118,0,3.88689525,0,Kepler-217,,,,0,0,1.8,6171,4.03,0
Kepler-1007 b,,Transit,2016,,,0.128,0.0527894,5.18500207,0,Kepler-1007,,,,365,0.73,0.7,4587,4.62,0.03
24 Boo b,,RV,2018,0.912932,,,0.189841,30.3506,0.042,24 Boo,5.59,,,96.2464,0.99,10.64,4893,2.42,-0.77
HD 147379 b,,RV,2018,0.0778032,,,0.319334,86.54,0.01,HD 147379,8.896,,,10.735,0.58,0.57,4090,,0.16
HD 159243 c,2MASS J17332154+0542028,RV,2013,1.9,,,0.804743,248.4,0.075,HD 159243,8.65,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,Moutou 2013,69.2,1.125,1.12,6123,4.55,0.05
Kepler-1477 b,,Transit,2016,,,0.105,0.0932443,11.55530021,0,Kepler-1477,,,,525,0.81,0.78,5100,4.58,-0.06
HD 158996 b,,RV,2018,14.0573,,,2.09115,820.2,0.13,HD 158996,5.706,,,294.118,1.8,50.3,4069,1.4,-0.2
Kepler-87 c,KOI-1574,Timing,2013,,89.588,0.549,0.67057,191.2318,0.039,Kepler-87,,,,,1.1,1.82,5600,3.96,-0.17
Kepler-105 c,KOI-115,Transit,2014,,,0.143635,0.0724716,7.125939,,Kepler-105,12.92,,,,,1.16,5873,4.305,
WASP-98 b,2MASS 03534291-3419414,Transit,2013,0.828342,86.3,1.1,0.0356868,2.96264,0,WASP-98,13,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,,0.69,0.7,5550,4.4,-0.6
Kepler-1547 b,,Transit,2016,,,0.08,0.0159157,0.69297968,0,Kepler-1547,,,,665,1.12,1.18,6078,4.34,0.04
Kepler-195 c,KOI-598,Transit,2014,,,0.138282,0.205786,34.096863,,Kepler-195,,,,,,0.775,5329,4.603,
GJ 3470 b,2MASS J07590587+1523294,RV,2012,0.0439856,88.12,0.374365,0.0356088,3.336649,0,GJ 3470,12.33,,,,0.541,0.503,3600,,
WASP-91 b,,Transit,2017,1.34089,86.8,1.04814,0.0366898,2.798581,0,WASP-91,12,,,,0.84,0.86,4920,4.3,0.19
K2-22 b,,Transit,2015,,,,0.00867627,0.381078,,K2-22,,,,225,0.6,0.57,3830,0.12,0.03
Kepler-696 b,,Transit,2016,,,0.548,0.0518657,4.19042557,0,Kepler-696,,,,1285,1.06,1.08,5903,4.39,0.07
Kepler-1133 b,,Transit,2016,,,0.176,0.0976404,11.55562343,0,Kepler-1133,,,,821,0.93,0.9,5569,4.5,-0.02
Kepler-290 c,KOI-1360,Transit,2014,,,0.240878,0.216407,36.77031,,Kepler-290,,,,,,0.743,5147,4.622,
Kepler-801 b,,Transit,2016,,,0.178,0.0868408,11.41928253,0,Kepler-801,,,,419,0.67,0.63,4435,4.66,-0.17
Kepler-334 d,KOI-1909,Transit,2014,,,0.125792,0.167766,25.09849,,Kepler-334,,,,,,1.068,5828,4.385,
Kepler-1620 b,,Transit,2016,,,0.144,0.447475,101.951829,0,Kepler-1620,,,,773,1.15,1.23,6157,4.31,0.03
Kepler-1644 b,,Transit,2016,,,0.168,0.143703,21.0907758,0,Kepler-1644,,,,592,0.89,0.86,5499,4.53,-0.1
Kepler-273 c,KOI-1163,Transit,2014,,,0.176644,0.0783802,8.014927,,Kepler-273,,,,,,0.815,5626,4.514,
Kepler-789 b,,Transit,2016,,,0.189,0.0826682,8.63847725,0,Kepler-789,,,,915,1.01,1.02,5870,4.42,-0.06
Kepler-625 b,,Transit,2016,,,0.178,0.0776648,7.75192492,0,Kepler-625,,,,502,1.04,0.96,5789,4.49,0.1
eta Cet c,,RV,2014,3.28703,,,1.91985,744.5,0.025,eta Cet,3.45,,,37.99,1.7,14.3,4528,2.36,0.07
Kepler-266 b,KOI-1070,Transit,2014,,,0.221251,0.0689878,6.61833,,Kepler-266,,,,,,1.028,5885,4.453,
Kepler-641 b,,Transit,2016,,,0.165,0.0883024,9.48961571,0,Kepler-641,,,,673,1.02,1.13,5713,4.33,0.15
HD 96127 b,2MASS J11054595+4418054,RV,2012,4.00701,,,1.42112,647.3,0.3,HD 96127,7.43,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,483.092,0.91,23.2289,4152,2.06,-0.24
Kepler-223 b,KOI-730,Transit,2014,,,0.150772,0.0742116,7.384108,,Kepler-223,15,,,,,1.017,5829,4.397,
HD 17156 b,,RV,2007,3.30035,87.816,1.02,0.163197,21.21663,0.6819,HD 17156,8.17,,,75.0188,1.285,1.507,6079,4.191,0.24
Kepler-1038 b,,Transit,2016,,,0.315,0.523825,148.4603382,0,Kepler-1038,,,,622,0.87,0.83,5335,4.55,-0.04
Kepler-137 c,KOI-313,Transit,2014,,,0.167722,0.138056,18.735753,,Kepler-137,,,,,,0.802,5187,4.553,
Kepler-990 b,,Transit,2016,,,0.232,0.0918185,9.91723428,0,Kepler-990,,,,933,1.05,1.08,5948,4.39,0.01
Kepler-116 c,KOI-171,Transit,2014,,,0.205192,0.108599,13.07163,,Kepler-116,,,,,,1.454,6142,4.196,
Kepler-1137 b,,Transit,2016,,,0.196,0.185991,23.9210791,0,Kepler-1137,,,,971,1.5,1.84,6807,4.08,0.05
WASP-53 b,,Transit,2017,2.13054,87.08,,0.0410282,3.3098443,0,WASP-53,12.19,,,,0.839,0.798,4953,4.553,0.22
Kepler-117 b,KOI-209,Transit,2014,,,0.696762,0.138351,18.795952,,Kepler-117,14.29,,,,,1.471,6169,4.187,
Kepler-1264 b,,Transit,2016,,,0.105,0.0190938,0.96852602,0,Kepler-1264,,,,814,0.99,0.98,5791,4.45,-0.02
Kepler-513 b,,Transit,2016,,,0.196,0.185365,28.86235584,0,Kepler-513,,,,467,1.02,1.06,5849,4.39,-0.01
HAT-P-44 b,2MASS J14123457+4700528,Transit,2014,0.339714,89.1,1.242,0.0507459,4.301219,0.272,HAT-P-44,13.21,,,363,0.942,0.949,5295,4.46,0.33
Kepler-381 c,KOI-2352,Transit,2014,,,0.0999197,0.110364,13.391635,,Kepler-381,10.47,,,,,1.568,6152,4.12,
HD 16760 b,,RV,2009,13.2921,,,1.08727,465.1,0.067,HD 16760,8.765,,,45.4545,0.78,0.909718,5620,4.51,-0.02
HD 30562 b,,RV,2009,1.33254,,,2.34083,1157,0.76,HD 30562,5.77,,,26.4201,1.277,1.39121,5936,4.23,0.26
Kepler-354 d,KOI-2045,Transit,2014,,,0.110625,0.163783,24.209842,,Kepler-354,,,,,,0.674,4648,4.627,
Kepler-332 c,KOI-1905,Transit,2014,,,0.0972433,0.124244,15.995622,,Kepler-332,,,,,,0.72,4955,4.611,
Kepler-46 b,KOI-872,Transit,2012,,89.038,0.808,0.1969,33.60134,0.01,Kepler-46,,,,855,0.902,0.938,5155,4.447,0.41
Kepler-1215 b,,Transit,2016,,,0.109,0.0544938,4.76703963,0,Kepler-1215,,,,701,0.95,0.93,5616,4.48,0.01
Kepler-920 b,,Transit,2016,,,0.216,0.0657805,6.53192704,0,Kepler-920,,,,926,0.89,0.85,5403,4.54,0
WASP-100 b,2MASS 04355033-6401373,Transit,2013,2.00868,82.6,1.69,0.0457351,2.849375,0,WASP-100,10.8,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,,1.57,2,6900,4.35,-0.03
Kepler-1086 b,,Transit,2016,,,0.218,0.122792,18.78425728,0,Kepler-1086,,,,464,0.7,0.66,4350,4.65,0.06
Kepler-1465 b,,Transit,2016,,,0.158,0.178579,31.8277111,0,Kepler-1465,,,,350,0.75,0.71,4726,4.62,-0.06
epsilon CrB b,,RV,2012,6.04937,,,1.23696,417.9,0.11,epsilon CrB,4.13,,,67.8887,1.44,29.1175,4436,1.94,-0.22
omicron UMa b,2MASS J08301592+6043056,RV,2012,4.09607,,,3.94973,1630,0.13,omicron UMa,3.362,,,54.9149,3.09,14.1,5242,2.64,-0.09
Kepler-367 b,KOI-2173,Transit,2014,,,0.115978,0.22049,37.815724,,Kepler-367,,,,,,0.695,4710,4.631,
TrES-2 b,GSC 03549-02811,Transit,2006,1.19316,83.57,1.224,0.0355765,2.47063,0,TrES-2,11.411,,,212.766,0.983,1.003,5850,4.427,-0.15
Kepler-235 d,KOI-812,Transit,2014,,,0.182889,0.144489,20.060548,,Kepler-235,,,,,,0.554,4255,4.73,
Kepler-282 c,KOI-1278,Transit,2014,,,0.107057,0.111718,13.638723,,Kepler-282,,,,,,0.904,5602,4.459,
Kepler-614 b,,Transit,2016,,,0.213,0.107866,14.03491514,0,Kepler-614,,,,571,0.85,0.81,5268,4.55,-0.07
Kepler-1018 b,,Transit,2016,,,0.23,0.254302,49.1013514,0,Kepler-1018,,,,894,0.91,0.88,5518,4.52,-0.05
Kepler-799 b,,Transit,2016,,,0.614,0.502439,133.4605235,0,Kepler-799,,,,1029,0.95,0.93,5681,4.49,-0.07
Kepler-857 b,,Transit,2016,,,0.607,0.378116,85.35129427,0,Kepler-857,,,,1039,0.99,0.99,5773,4.45,0.02
Kepler-979 b,,Transit,2016,,,0.243,0.0752791,8.0880135,0,Kepler-979,,,,606,0.87,0.83,5310,4.54,-0.02
HD 208897 b,,RV,2017,1.39736,,,1.05277,352.7,0.07,HD 208897,6.51,,,64.6831,1.25,4.98,4860,3.13,0.21
HD 11755 b,HIP 9242,RV,2015,6.55071,,,1.08513,433.7,0.19,HD 11755,6.88,,,234.192,0.9,27.3,4312.5,1.67,-0.74
HD 102195 b,,RV,2006,0.452799,,,0.0479747,4.113775,0,HD 102195,8.07,,,29.6384,0.87,0.937994,5291,4.45,0.05
Kepler-1320 b,,Transit,2016,,,0.152,0.0165366,0.86838653,0,Kepler-1320,,,,771,0.8,0.74,4817,4.6,0.1
Kepler-432 b,,Transit,2015,5.47081,88.17,1.145,0.301404,52.501129,0.5134,Kepler-432,,,,870,1.32,4.06,4995,3.345,-0.07
Kepler-855 b,,Transit,2016,,,0.745,0.0783093,7.8866311,0,Kepler-855,,,,1043,1.03,1.03,5835,4.42,0.06
Kepler-1600 b,,Transit,2016,,,0.279,0.987284,386.370548,0,Kepler-1600,,,,992,0.86,0.82,5214,4.55,0.07
Kepler-324 c,KOI-1831,Transit,2014,,,0.281024,0.271972,51.805612,,Kepler-324,,,,,,0.84,5194,4.53,
Kepler-1189 b,,Transit,2016,,,0.158,0.0492454,3.78858982,0,Kepler-1189,,,,883,1.11,1.16,6012,4.36,0.08
HD 75289 b,,RV,2000,0.46004,,,0.047858,3.509267,0.034,HD 75289,6.35,,,29.146,1.187,1.23372,6095.03,4.33476,0.216617
Kepler-394 c,KOI-2597,Transit,2014,,,0.148095,0.103323,12.130686,,Kepler-394,,,,,,1.132,6402,4.408,
Kepler-1370 c,,Transit,2016,,,0.113,0.0790483,7.44142113,0,Kepler-1370,,,,878,1.19,1.29,6202,4.29,0.05
K2-138 c,EPIC 245950175,Transit,2018,,87.5,0.228517,0.0445373,3.55987,0,K2-138,12.21,,,183,0.93,0.86,5378,4.59,0.16
Kepler-385 c,KOI-2433,Transit,2014,,,0.271211,0.119895,15.163161,,Kepler-385,,,,,,1.126,6326,4.412,
HD 185269 b,,RV,2006,0.954212,,,0.0765701,6.8378503,0.295952,HD 185269,6.67,,,50.2765,1.28,2.59,5980,3.94,-0.025
WASP-7 b,,Transit,2009,0.919256,89.6,0.915,0.0604573,4.954658,0,WASP-7,9.54,,,140,1.2,1.236,6400,4.363,0
WASP-41 b,2MASS J12422849-3038235,Transit,2011,0.93905,89.4,1.18,0.0402101,3.052404,0,WASP-41,11.63,,,180.018,0.93,0.87,5545,4.53,0.06
BD -10 3166 b,TYC 5503-946-1,RV,2000,0.429903,,,0.0437823,3.48777,0.019,BD -10 3166,10.08,,,80,0.92,0.745254,5393.03,4.68527,0.381727
HD 190360 b,GJ 777 A,RV,2003,1.53512,,,3.97285,2915.0369,0.313105,HD 190360,5.73,,,15.8579,0.983,1.07528,5551.63,4.38474,0.212773
HAT-P-13 c,,RV,2009,14.2696,,,1.22574,446.27,0.6616,HAT-P-13,10.622,,,202.02,1.22,1.56,5653,4.13,0.41
Kepler-304 c,KOI-1557,Transit,2014,,,0.193594,0.0596111,5.315946,,Kepler-304,,,,,,0.687,4731,4.635,
Kepler-303 b,KOI-1515,Transit,2014,,,0.0794005,0.0304113,1.937055,,Kepler-303,,,,,,0.485,3944,4.768,
Kepler-1431 b,,Transit,2016,,,0.131,0.0642857,5.86601526,0,Kepler-1431,,,,1270,1.03,1.03,5806,4.42,0.07
Kepler-1163 b,,Transit,2016,,,0.092,0.0699509,6.11786898,0,Kepler-1163,,,,487,1.22,1.35,6302,4.26,0.02
GJ 317 b,LHS 2037,RV,2007,1.26045,,,0.953099,692,0.11,GJ 317,12,,,15.1,0.24,,,,0.36
Kepler-526 b,,Transit,2016,,,0.178,0.0635655,5.45849832,0,Kepler-526,,,,504,1.15,1.14,5894,4.38,0.34
Kepler-591 b,,Transit,2016,,,0.302,0.363183,81.1694299,0,Kepler-591,,,,793,0.97,0.94,5677,4.48,0.01
HD 37605 b,,RV,2004,2.80174,,,0.283337,55.01307,0.6767,HD 37605,8.67,,,43.9754,1,0.916831,5448,4.511,0.336
WASP-44 b,2MASS J00153675-1156172,Transit,2012,0.88769,86.02,1.14,0.0347371,2.4238039,0,WASP-44,12.9,,,,0.951,0.927,5410,4.481,0.06
Kepler-260 c,KOI-986,Transit,2014,,,0.155232,0.351296,76.050178,,Kepler-260,,,,,,0.862,5250,4.494,
Kepler-602 b,,Transit,2016,,,0.186,0.123667,15.28469497,0,Kepler-602,,,,971,1.08,1.13,6062,4.37,-0.02
Kepler-286 c,KOI-1306,Transit,2014,,,0.122223,0.0448402,3.468095,,Kepler-286,,,,,,0.863,5580,4.495,
Kepler-1023 b,,Transit,2016,,,0.235,0.299693,62.1387714,0,Kepler-1023,,,,686,0.93,0.89,5494,4.51,0.05
Kepler-1362 b,,Transit,2016,,,0.232,0.48095,136.205626,0,Kepler-1362,,,,767,0.8,0.74,4857,4.6,0.06
WASP-121 b,,Transit,2016,1.18263,87.6,1.80692,0.0254575,1.2749255,0,WASP-121,10.44,,,270,1.353,1.458,6460,4.2,0.13
Kepler-708 b,,Transit,2016,,,0.261,0.0417873,3.16789194,0,Kepler-708,,,,1241,0.97,0.96,5692,4.47,0.01
CoRoT-12 b,2MASS J06430376-0117471,Transit,2010,0.916321,85.48,1.44,0.0401409,2.828042,0.07,CoRoT-12,15.515,,,1150,1.078,1.116,5675,4.375,0.16
CoRoT-1 b,GSC 04804-02268,Transit,2008,1.02603,85.1,1.49,0.0253191,1.5089557,0,CoRoT-1,13.6,http://adsabs.harvard.edu/abs/2008A%26A...482L..17B,Barge 2008,,0.95,1.11,5950,4.25,-0.3
HD 125612 c,,RV,2010,0.0580667,,,0.0522124,4.15474,0.27499,HD 125612,8.31,,,54.2005,1.1,1.0426,5897,4.45,0.24
Kepler-1202 b,,Transit,2016,,,0.262,0.185207,28.6851324,0,Kepler-1202,,,,1393,1.03,1.04,5834,4.42,0.06
Kepler-753 b,,Transit,2016,,,0.17,0.0552213,5.74772501,0,Kepler-753,,,,278,0.68,0.65,4346,4.65,-0.03
Kepler-267 b,KOI-1078,Transit,2014,,,0.176644,0.0438489,3.353728,,Kepler-267,,,,,,0.555,4258,4.729,
Kepler-112 c,KOI-150,Transit,2014,,,0.214114,0.182918,28.574263,,Kepler-112,,,,,,0.841,5544,4.506,
Kepler-1134 b,,Transit,2016,,,0.236,0.12272,17.13263989,0,Kepler-1134,,,,997,0.84,0.81,5281,4.56,-0.1
GJ 581 b,,RV,2005,0.0499019,,,0.0406125,5.36865,0.031,GJ 581,10.57,,,6.24532,0.31,0.299,3498,4.96,-0.1
HD 75784 b,,RV,2015,5.6,,,6.45931,5040,0.36,HD 75784,7.85,,,68.7,1.41,3.3,4917,3.56,0.25
HATS-26 b,,Transit,2016,0.639612,86.2,1.78482,0.047362,3.3023881,0,HATS-26,12.96,,,907,1.299,2.04,6071,3.936,-0.02
Kepler-622 b,,Transit,2016,,,0.19,0.0992806,14.28226676,0,Kepler-622,,,,259,0.64,0.61,4201,4.67,-0.09
HAT-P-65 b,,Transit,2016,0.523503,84.2,1.93419,0.0395145,2.6054552,0,HAT-P-65,13.16,,,841,1.212,1.86,5835,3.983,0.1
K2-136 b,EPIC 247589423,Transit,2018,,89.3,0.090053,0.0706613,7.975292,0.1,K2-136,11.2,,,59.4,0.74,0.66,4499,4.66,0.15
Kepler-173 b,KOI-511,Transit,2014,,,0.115086,0.0514597,4.263742,,Kepler-173,,,,,,0.949,6031,4.404,
HD 102117 b,,RV,2005,0.169756,,,0.152077,20.8133,0.121,HD 102117,7.47,,,39.6983,1.083,1.13334,5695.18,4.36565,0.295218
Kepler-446 c,,Transit,2010,,88.97,0.101,0.0247723,3.036179,0,Kepler-446,,,,120,0.22,0.24,3359,,-0.3
Kepler-301 c,KOI-1436,Transit,2014,,,0.120439,0.0603792,5.419026,,Kepler-301,,,,,,0.9,5815,4.525,
Kepler-1114 b,,Transit,2016,,,0.12,0.113504,14.97435694,0,Kepler-1114,,,,427,0.87,0.83,5374,4.55,-0.08
Kepler-1154 b,,Transit,2016,,,0.209,0.0633282,5.1856142,0,Kepler-1154,,,,1531,1.26,1.43,6327,4.23,0.04
Kepler-1059 b,,Transit,2016,,,0.154,0.043027,3.76419105,0,Kepler-1059,,,,673,0.75,0.72,4906,4.61,-0.15
HD 189733 b,,RV,2005,1.14039,85.71,1.138,0.0309953,2.21857567,0,HD 189733,7.67,,,19.4515,0.806,0.756,5040,4.587,-0.03
HD 108863 b,2MASS J12301991+2156537,RV,2011,2.76572,,,1.45325,443.4,0,HD 108863,7.89,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,139.005,2.08,7.27656,4919,2.99,0.2
Kepler-582 b,,Transit,2016,,,0.328,0.133586,18.49235668,0,Kepler-582,,,,751,0.93,0.91,5564,4.49,0.01
Kepler-629 b,,Transit,2016,,,0.123,0.0714831,7.2385854,0,Kepler-629,,,,383,0.93,0.84,5444,4.55,0.01
HD 10442 b,,RV,2015,2.1,,,2.33538,1043,0.11,HD 10442,7.84,,,,1.56,3.39124,5034,3.5,0.11
Kepler-404 b,KOI-2768,Transit,2014,,,0.113302,0.101608,11.829851,,Kepler-404,,,,,,0.884,5654,4.543,
Kepler-285 c,KOI-1305,Transit,2014,,,0.0999197,0.0659546,6.186676,,Kepler-285,,,,,,0.808,5411,4.584,
Kepler-174 c,KOI-518,Transit,2014,,,0.132929,0.243919,44.000529,,Kepler-174,,,,,,0.622,4880,4.679,
Kepler-286 b,KOI-1306,Transit,2014,,,0.110625,0.0289196,1.796302,,Kepler-286,,,,,,0.863,5580,4.495,
Kepler-1213 b,,Transit,2016,,,0.106,0.0625366,5.34982412,0,Kepler-1213,,,,685,1.14,1.21,6050,4.33,0.13
Kepler-867 b,,Transit,2016,,,0.414,0.537936,150.242127,0,Kepler-867,,,,824,0.92,0.91,5541,4.49,-0.02
Kepler-206 d,KOI-664,Transit,2014,,,0.106165,0.160305,23.44281,,Kepler-206,,,,,,1.185,5764,4.311,
Kepler-209 c,KOI-672,Transit,2014,,,0.276563,0.235528,41.749882,,Kepler-209,,,,,,0.935,5513,4.472,
Kepler-1438 b,,Transit,2016,,,0.084,0.0339456,2.31942009,0,Kepler-1438,,,,866,0.97,0.96,5530,4.46,0.2
HD 1502 b,2MASS J00191704+1403172,RV,2011,2.9072,,,1.27206,431.8,0.101,HD 1502,8.52,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,159,1.47,4.48335,4984,3.3,-0.04
HD 142022 b,,RV,2006,4.46762,,,2.93163,1928,0.53,HD 142022,7.7,,,34.3289,0.9,1.09856,5499,4.36,0.19
GJ 3293 c,2MASS J04283571-2510088,RV,2015,0.0668751,,,0.361757,122.61917047,0.117135,GJ 3293,12,,,20.202,0.42,0.404,3466,,0.02
WASP-153 b,,,2018,0.392338,84.1,1.58383,0.0480956,3.332609,0,WASP-153,12.8,,,430,1.336,1.73,5914,4.1,0.34
Kepler-1061 b,,Transit,2016,,,0.177,0.0396104,2.75798267,0,Kepler-1061,,,,585,1.09,1.07,6067,4.42,-0.03
Kepler-134 c,KOI-295,Transit,2014,,,0.11241,0.0914787,10.105785,,Kepler-134,,,,,,1.176,5983,4.31,
Kepler-126 b,KOI-260,Transit,2014,,,0.135605,0.0938169,10.495711,,Kepler-126,10.51,,,,,1.358,6239,4.247,
Kepler-329 c,KOI-1874,Transit,2014,,,0.172183,0.137805,18.684737,,Kepler-329,,,,,,0.523,4257,4.74,
Kepler-766 b,,Transit,2016,,,0.302,0.0674482,6.10027804,0,Kepler-766,,,,1614,1.1,1.15,5992,4.36,0.09
